Formation,Std Fm. Name,Age (Mya),Lithology,Lithology Code,VL Lith Name 1,Std Lithology,Std Lithology Code,check codes,TOC,d13C-org,d13C-carb,N,Internal Ref,External Ref,Summary?,"Duplicate Search Key (Std Name, Age, Std Lith Code, TOC, d13-org, d13-org)",Countif Dupl.,Duplicate?,Filtered (K-T),Reason,Filtered (us),Reason
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-27.7,,3,OEHL721246,Strauss 1992 17.4 (Summary),TRUE,Swartkoppie3450CH-27.7,1,TRUE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-26.9,,1,JACK78.335,Strauss 1992 17.4 (Summary),TRUE,Swartkoppie3450CH-26.9,3,TRUE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,3.21,-26.4,,7,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Swartkoppie3450CH3.21-26.4,1,TRUE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-27.6,,1,LEVE754706,Strauss 1992 17.4 (Summary),TRUE,Swartkoppie3450CH-27.6,1,TRUE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-32,,,HAYE83..93,Strauss 1992 17.9 (Prev),FALSE,Swartkoppie3450CH-32,0,FALSE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-26.6,,,HAYE83..93,Strauss 1992 17.9 (Prev),FALSE,Swartkoppie3450CH-26.6,0,FALSE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-27.6,,,LEVE754706,Strauss 1992 17.9 (Prev),FALSE,Swartkoppie3450CH-27.6,2,TRUE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-29.3,,2,HAYE83..93,Strauss 1992 17.10 (Summary),TRUE,Swartkoppie3450CH-29.3,0,FALSE,,,,
Swartkoppie Formation ,Swartkoppie,3450,,CH,chert,chert,CH,TRUE,,-27.6,,1,LEVE754706,Strauss 1992 17.10 (Summary),TRUE,Swartkoppie3450CH-27.6,3,TRUE,,,,
Tabooes,Tabooes,2100,shale,,shale,shale,SH,#N/A,,-28.3,,4,schid76,Krissansen-Totton 2015,FALSE,Tabooes2100SH-28.3,0,FALSE,,,,
Tabooes Formation,Tabooes,2100,,SH,shale,shale,SH,TRUE,,-28.3,,4,SCHI76.344,Strauss 1992 17.4 (Summary),TRUE,Tabooes2100SH-28.3,1,TRUE,,,,
Tabooes Formation ,Tabooes,2100,,SH,shale,shale,SH,TRUE,,-29.5,,,SCHI76.344,Strauss 1992 17.3 (Prev),FALSE,Tabooes2100SH-29.5,0,FALSE,,,,
Tabooes Formation ,Tabooes,2100,,SH,shale,shale,SH,TRUE,,-27.6,,,SCHI76.344,Strauss 1992 17.3 (Prev),FALSE,Tabooes2100SH-27.6,0,FALSE,,,,
Tabooes Formation ,Tabooes,2100,,SH,shale,shale,SH,TRUE,,-27.6,,,SCHI76.344,Strauss 1992 17.3 (Prev),FALSE,Tabooes2100SH-27.6,1,TRUE,,,,
Tabooes Formation ,Tabooes,2100,,SH,shale,shale,SH,TRUE,,-28.5,,,SCHI76.344,Strauss 1992 17.3 (Prev),FALSE,Tabooes2100SH-28.5,0,FALSE,,,,
Tal,Tal,550,shale,,shale,shale,SH,#N/A,10.3,-33.3,,9,bane86,Krissansen-Totton 2015,FALSE,Tal550SH10.3-33.3,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,7.4,-33,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH7.4-33,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,3.5,-33.6,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH3.5-33.6,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,8.1,-33.9,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH8.1-33.9,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,9.2,-34.4,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH9.2-34.4,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,21.9,-33.6,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH21.9-33.6,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,3.9,-31.4,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH3.9-31.4,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,20.1,-32.9,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH20.1-32.9,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,8.9,-32.2,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH8.9-32.2,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,10.1,-34.5,,,BANE86.239,Strauss 1992 17.3 (Prev),FALSE,Tal560SH10.1-34.5,0,FALSE,,,,
Tal Formation ,Tal,560,,DOL,dolostone,dolostone,DOL,TRUE,,,0.7,,AHAR87.699,Strauss 1992 17.3 (Prev),FALSE,Tal560DOL0.7,0,FALSE,,,,
Tal Formation ,Tal,560,,DOL,dolostone,dolostone,DOL,TRUE,,,0.3,,AHAR87.699,Strauss 1992 17.3 (Prev),FALSE,Tal560DOL0.3,0,FALSE,,,,
Tal Formation ,Tal,560,,SH,shale,shale,SH,TRUE,10.3,-33.3,,9,BANE86 .239,Strauss 1992 17.4 (Summary),TRUE,Tal560SH10.3-33.3,0,FALSE,,,,
Tal Formation ,Tal,560,,DOL,dolostone,dolostone,DOL,TRUE,,,0.5,2,AHAR87 .699,Strauss 1992 17.4 (Summary),TRUE,Tal560DOL0.5,0,FALSE,,,,
"Talthalei, East Arm Gt Slave Lk",Taltheilei,1875,lime,,lime,lime,LS,#N/A,,,0.67,9,whittaker98,Krissansen-Totton 2015,FALSE,Taltheilei1875LS0.67,0,FALSE,,,,
"Talthalei, East Arm Gt Slave Lk",Taltheilei,1875,dol,,dol,dol,DOL,#N/A,,,0.91,21,whittaker98,Krissansen-Totton 2015,FALSE,Taltheilei1875DOL0.91,0,FALSE,,,,
Taltheilei,Taltheilei,2000,carb,,carb,carb,CARB,#N/A,0.11,-22.8,,1,hayes83,Krissansen-Totton 2015,FALSE,Taltheilei2000CARB0.11-22.8,0,FALSE,,,,
Taltheilei,Taltheilei,1875,carb,,carb,carb,CARB,#N/A,,,1.3,1,schid83,Krissansen-Totton 2015,FALSE,Taltheilei1875CARB1.3,0,FALSE,,,,
Taltheilei Formation ,Taltheilei,2000,,CARB,carbonate,carbonate,CARB,TRUE,0.11,-22.8,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,Taltheilei2000CARB0.11-22.8,1,TRUE,,,,
Taltheilei Formation ,Taltheilei,2000,,CARB,carbonate,carbonate,CARB,TRUE,,,1.3,,SCHI83.149,Strauss 1992 17.3 (Prev),FALSE,Taltheilei2000CARB1.3,0,FALSE,,,,
Taltheilei Formation ,Taltheilei,2000,,CARB,carbonate,carbonate,CARB,TRUE,0.11,-22.8,,1,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,Taltheilei2000CARB0.11-22.8,2,TRUE,,,,
Taltheilei Formation ,Taltheilei,2000,,CARB,carbonate,carbonate,CARB,TRUE,,,1.3,1,SCHI83.149,Strauss 1992 17.4 (Summary),TRUE,Taltheilei2000CARB1.3,1,TRUE,,,,
Tanner,Tanner,950,shale,,shale,shale,SH,#N/A,3.69,-22,,6,pprg92,Krissansen-Totton 2015,FALSE,Tanner950SH3.69-22,0,FALSE,,,,
Tanner Member ,Tanner,950,,SH,shale,shale,SH,TRUE,3.69,-22,,6,PPRG,Strauss 1992 17.4 (Summary),TRUE,Tanner950SH3.69-22,1,TRUE,,,,
Tanner Member ,Tanner,950,,SH,shale,shale,SH,TRUE,,-26.5,,5,PPRG,Strauss 1992 17.10 (Summary),TRUE,Tanner950SH-26.5,0,FALSE,,,,
Taoudenni,Taoudenni,900,lime ,,lime ,lime ,LS,#N/A,,-27,,3,eich75,Krissansen-Totton 2015,FALSE,Taoudenni900LS-27,0,FALSE,,,,
Taoudenni,Taoudenni,900,carb,,carb,carb,CARB,#N/A,,,0.1,8,schid75,Krissansen-Totton 2015,FALSE,Taoudenni900CARB0.1,0,FALSE,,,,
Taoudenni,Taoudenni,900,carb,,carb,carb,CARB,#N/A,,,0.6,3,eich75,Krissansen-Totton 2015,FALSE,Taoudenni900CARB0.6,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,-25.7,,,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS-25.7,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,-29.3,,,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS-29.3,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,-26.1,,,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS-26.1,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,DOL,dolostone,dolostone,DOL,TRUE,,,0.7,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900DOL0.7,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.4,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900DOL-0.4,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,1.8,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS1.8,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,0.1,,SpHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS0.1,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,-0.9,,SCHI75... 1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS-0.9,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,-2.2,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS-2.2,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,0.7,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS0.7,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,1.3,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS1.3,0,FALSE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,1.3,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS1.3,1,TRUE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,-0.9,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS-0.9,1,TRUE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,,0.7,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,Taoudenni900LS0.7,1,TRUE,,,,
Taoudenni Basin ,Taoudenni,900,,LS,limestone,limestone,LS,TRUE,,-27,,3,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,Taoudenni900LS-27,1,TRUE,,,,
Taoudenni Basin ,Taoudenni,900,,CARB,carbonate,carbonate,CARB,TRUE,,,0.1,8,SCHI75...1,Strauss 1992 17.4 (Summary),TRUE,Taoudenni900CARB0.1,1,TRUE,,,,
Taoudenni Basin ,Taoudenni,900,,CARB,carbonate,carbonate,CARB,TRUE,,,0.6,3,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,Taoudenni900CARB0.6,1,TRUE,,,,
Tapley Hill,Tapley Hill,750,shale,,shale,shale,SH,#N/A,,-20.8,,7,mcki75,Krissansen-Totton 2015,FALSE,Tapley Hill750SH-20.8,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,shale,,shale,shale,SH,#N/A,,-22,,4,mcki74,Krissansen-Totton 2015,FALSE,Tapley Hill750SH-22,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,shale,,shale,shale,SH,#N/A,2.61,-25.1,,1,pprg92,Krissansen-Totton 2015,FALSE,Tapley Hill750SH2.61-25.1,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,dol,,dol,dol,DOL,#N/A,,,1.8,1,will79,Krissansen-Totton 2015,FALSE,Tapley Hill750DOL1.8,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,lime,,lime,lime,LS,#N/A,,,-0.2,1,schid75,Krissansen-Totton 2015,FALSE,Tapley Hill750LS-0.2,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,dol,,dol,dol,DOL,#N/A,,,-2.9,10,lamb84,Krissansen-Totton 2015,FALSE,Tapley Hill750DOL-2.9,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,carb,,carb,carb,CARB,#N/A,,,-0.2,20,lamb84,Krissansen-Totton 2015,FALSE,Tapley Hill750CARB-0.2,0,FALSE,,,,
Tapley Hill,Tapley Hill,750,dol,,dol,dol,DOL,#N/A,,,-0.8,26,knut83,Krissansen-Totton 2015,FALSE,Tapley Hill750DOL-0.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-22.9,,,MCK.I74.591,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-22.9,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-23.4,,,MCKI74.591,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-23.4,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-24.2,,,MCKI74.591,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-24.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-17.5,,,MCKI74.591,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-17.5,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-24.2,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-24.2,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-18.8,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-18.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-22.9,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-22.9,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-23.4,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-23.4,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-23.8,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-23.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-14.7,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-14.7,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,SH,shale,shale,SH,TRUE,,-17.5,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750SH-17.5,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-0.2,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-0.2,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-4.3,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-4.3,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-3.2,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-3.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.3,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.3,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.9,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.9,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-1.6,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-1.6,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-1.4,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-1.4,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-1.4,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-1.4,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-1.2,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-1.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-1,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-1,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-1,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-1,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-0.8,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-0.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,-0.6,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS-0.6,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.3,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.3,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,0.4,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS0.4,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,1.1,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL1.1,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,1.2,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS1.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,2.6,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS2.6,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,2.8,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS2.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,3.8,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS3.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,LS,limestone,limestone,LS,TRUE,,,4.6,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750LS4.6,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-3.8,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-3.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-3.6,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-3.6,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-3.5,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-3.5,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-3,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-3,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.9,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.9,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.8,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.8,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.8,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.8,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.7,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.7,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.5,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.5,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.9,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.9,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,1.8,,WILL79.377,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL1.8,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.7,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.7,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,0.3,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL0.3,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.2,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.7,0,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.7,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,2,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,3,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.7,2,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.7,3,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-2.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-2.2,1,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.7,2,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.7,3,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,4,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,5,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-1.2,6,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.7,4,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,,DOL,dolostone,dolostone,DOL,TRUE,,,-0.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,Tapley Hill750DOL-0.2,1,TRUE,,,,
