Formation,Std Fm. Name,Age (Mya),Std Lithology,Std Lithology Code,TOC,d13C-org,d13C-carb,N,Internal Ref,External Ref,Summary?,Duplicate?,Filtered (K-T),Reason,Filtered (us),Reason
Taoudenni Basin ,Taoudenni,900,carbonate,CARB,,,0.1,8,SCHI75...1,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Taoudenni Basin ,Taoudenni,900,carbonate,CARB,,,0.6,3,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill,Tapley Hill,750,shale,SH,,-20.8,,7,mcki75,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,shale,SH,,-22,,4,mcki74,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,shale,SH,2.61,-25.1,,1,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,dol,DOL,,,1.8,1,will79,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,lime,LS,,,-0.2,1,schid75,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,dol,DOL,,,-2.9,10,lamb84,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,carb,CARB,,,-0.2,20,lamb84,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill,Tapley Hill,750,dol,DOL,,,-0.8,26,knut83,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-22.9,,,MCK.I74.591,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-23.4,,,MCKI74.591,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-24.2,,,MCKI74.591,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-17.5,,,MCKI74.591,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-24.2,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-18.8,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-22.9,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-23.4,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-23.8,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-14.7,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-17.5,,,MCKI75.345,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-0.2,,SCHI75...1,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-4.3,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-3.2,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.3,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.9,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-1.6,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-1.4,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-1.4,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-1.2,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-1,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-1,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-0.8,,LAMB80...1,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-0.6,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.3,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,0.4,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,1.1,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,1.2,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,2.6,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,2.8,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,3.8,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,4.6,,LAMB80...,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-3.8,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-3.6,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-3.5,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-3,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.9,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.8,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.8,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.7,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.5,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.9,,LAMB84.266,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,1.8,,WILL79.377,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,0.3,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.7,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-1.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.7,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.2,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,0.3,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,0.3,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,0.3,,KNUT83.250,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,1.8,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,1.8,,KNUT83.25O,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-22,,4,MCKI74.591,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-20.8,,7,MCKI75.345,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,2.61,-25.1,,1,PPRG,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,limestone,LS,,,-0.2,1,SCHI75...1,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,carbonate,CARB,,,-0.2,20,LAMB80...1,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,1.8,1,WILL79.377,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-0.8,26,KNUT83.250,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,dolostone,DOL,,,-2.9,10,LAMB84.266,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-24.2,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-18.8,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-22.9,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-23.4,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-23.8,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-14.7,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-17.5,,,MCKI75.345,Strauss 1992 17.9 (Prev),FALSE,TRUE,,,,
Tapley Hill Formation ,Tapley Hill,750,shale,SH,,-20.8,,24,MCKJ,Strauss 1992 17.10 (Summary),TRUE,TRUE,,,,
"Teena, McArthur Gp",Teena,1650,dol,DOL,,,-0.38,10,lindsay00,Krissansen-Totton 2015,FALSE,FALSE,,,,
"Tetsa Fm, Northeastern BC, Canada",Tetsa,1300,shale,SH,1.722,-28.88,,5,Jia & Kerrich (2004) G3,Krissansen-Totton 2015,FALSE,FALSE,,,,
Theespruit,Theespruit,3550,chert,CH,,-16.7,,3,oehl72,Krissansen-Totton 2015,FALSE,FALSE,,,,
Theespruit,Theespruit,3550,chert,CH,6.15,-15.5,,2,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Theespruit,Theespruit,3550,chert,CH,14,-15.2,,2,hayes83,Krissansen-Totton 2015,FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-19.5,,,OEHL721246,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-15.5,,,OEHL721246,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-15.1,,,OEHL721246,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,15,-15.2,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,shale,SH,13,-15.2,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,basalt,I,0.4,-12.7,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-16.7,,3,OEHL721246,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,14,-15.2,,2,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,6.15,-15.5,,2,PPRG,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Theespruit Formation ,Theespruit,3550,shale,SH,,-15.4,,,HAYE83..93,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-17.3,,,MCKI74.591,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-22.4,,,MCKI74.591,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-19.1,,,MCKI74.591,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-20.4,,,MCKI74.591,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-17.4,,,MCKI74.591,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-18.2,,,MCKI74.391,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-15.1,,1,PPRG,Strauss 1992 17.10 (Summary),TRUE,TRUE,,,,
Theespruit Formation ,Theespruit,3550,shale,SH,,-15.4,,1,HAYE83..93,Strauss 1992 17.10 (Summary),TRUE,TRUE,,,,
Theespruit Formation ,Theespruit,3550,chert,CH,,-19.1,,7,MCKI74.591,Strauss 1992 17.10 (Summary),TRUE,TRUE,,,,
Tiding Formation ,Tiding,1185,carbonate,CARB,0.14,-24.5,,1,PPRG,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tiding Formation ,Tiding,1185,shale and carbonate,"SH, CARB",0.97,-31.7,,1,PPRG,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tieling,Tieling,1175,shale,SH,0.97,-31.7,,1,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tieling,Tieling,1175,carb,CARB,0.14,-24.5,,1,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
"Tieling Fm, Jixian",Tieling,1150,lime,LS,,,-0.35,10,xiao97,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tieling Fm.,Tieling,1125,Dol.,DOL,,,-0.616666667,18,Chu et al. (2007),Krissansen-Totton 2015,FALSE,FALSE,,,,
Tillite,Tillite,625,shale,SH,,-29.5,,2,knoll86,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tillite,Tillite,625,carb,CARB,,-25.5,,1,knoll86,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tillite,Tillite,625,shale,SH,,,1.7,2,knoll86,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tillite Formation ,Tillite,630,shale,SH,1.1,-29.6,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tillite Formation ,Tillite,630,shale,SH,1.2,-29.3,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tillite Formation ,Tillite,630,carbonate,CARB,1.7,-25.5,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tillite Formation ,Tillite,630,shale,SH,,,0.5,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tillite Formation ,Tillite,630,carbonate,CARB,,,2.8,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tillite Formation ,Tillite,630,shale,SH,,-29.5,,2,KNOL86.823,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tillite Formation ,Tillite,630,carbonate,CARB,,-25.5,,1,KNOL86.823,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tillite Formation ,Tillite,630,shale and carbonate,"SH, CARB",,,1.7,2,KNOL86.832,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Timeball Hill,Timeball Hill,2450,shale,SH,0.93,-30.3,,12,Watanabe et al. (1997),Krissansen-Totton 2015,FALSE,FALSE,,,,
Timeball Hill,Timeball Hill,2450,dol,DOL,,-19.4,,1,eichman75,Krissansen-Totton 2015,FALSE,FALSE,,,,
Timeball Hill,Timeball Hill,2325,dol,DOL,,,0.4,1,eichman75,Krissansen-Totton 2015,FALSE,FALSE,,,,
"Timeball Hill Fm, Pretoria Group, Transvaal",Timeball Hill,2322,shale,SH,0.406666667,-28.5225,,12,Yamaguchi thesis (2002),Krissansen-Totton 2015,FALSE,FALSE,,,,
"Timeball Hill Fm, Pretoria Group, Transvaal ",Timeball Hill,2322,shale,SH,0.5625,-31.64,,4,Yamaguchi thesis (2002),Krissansen-Totton 2015,FALSE,FALSE,,,,
Timeball Hill Formation ,Timeball Hill,2250,dolostone,DOL,,-19.4,,1,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Timeball Hill Formation ,Timeball Hill,2250,dolostone,DOL,,,0.4,1,EICH75.585,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Timeball I-fill Formation ,Timeball Hill,2250,dolostone,DOL,-19.4,,,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Timeball I-fill Formation ,Timeball Hill,2250,dolostone,DOL,,,0.4,,EICH75.585,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Timperley,Timperley,625,shale,SH,0.29,-25.9,,2,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Timperley Shale ,Timperley,630,shale and carbonate,"SH, CARB",0.29,-25.9,,2,PPRG,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tindelpina,Tindelpina,750,silt,SILT,7.35,-23,,2,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tindelpina,Tindelpina,750,dol,DOL,,,1.8,1,veiz76,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tindelpina Shale Member ,Tindelpina,750,dolostone,DOL,,,1.8,,VEIZ761387,Strauss 1992 17.3 (Prev),FALSE,TRUE,,,,
Tindelpina Shale Member ,Tindelpina,750,dolostone,DOL,,,1.8,1,VEIZ761387,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tindelpina Shale Member ,Tindelpina,750,siltstone,SILT,7.35,-23,,2,PPRG,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Tindelpina Shale Member ,Tindelpina,750,siltstone,SILT,,-23.9,,1,PPRG,Strauss 1992 17.10 (Summary),TRUE,FALSE,,,,
"Unit 5, Upper Tindir Gp, Yukon",Tindir,700,lime,LS,0.126,-24.95,,17,kaufman92,Krissansen-Totton 2015,FALSE,FALSE,,,,
"Unit 5, Upper Tindir Gp, Yukon",Tindir,700,dol,DOL,,-24.21,,1,kaufman92,Krissansen-Totton 2015,FALSE,FALSE,,,,
"Tirhon Dolostone, Chitrakut",Tirhon,1100,dol,DOL,,,-0.41,8,"ray, unpublished (see PMCID ref)",Krissansen-Totton 2015,FALSE,FALSE,,,,
Tokammane Formation ,Tokammane,540,shale,SH,0.6,-28.6,,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tokammane Formation ,Tokammane,540,dolostone,DOL,,,-0.2,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tokammane Formation ,Tokammane,540,dolostone,DOL,,,-1.8,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tokammane Formation ,Tokammane,540,dolostone,DOL,,,0.4,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tokammane Formation ,Tokammane,540,shale,SH,,,1.1,,KNOL86.832,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tokammane Formation ,Tokammane,540,shale,SH,,-28.6,1.1,1,KNOL86.823,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tokammane Formation ,Tokammane,540,unknown,UND,,-0.1,,3,KNOL86.832,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tongwane,Tongwane,2475,dol,DOL,0.08,-27,,2,bekker01,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tongwane,Tongwane,2475,dol,DOL,,,2.82,5,bekker01,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tongwane Fm.,Tongwane,2416,carbonate,CARB,,,-0.8,1,Guo et al. (2009),Krissansen-Totton 2015,FALSE,FALSE,,,,
Tooganinie,Tooganinie,1650,chert,CH,,-24.6,,2,hayes83,Krissansen-Totton 2015,FALSE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,chert,CH,0.4,-27.2,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,chert,CH,0.2,-22.1,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,carbonate,CARB,,,-2.4,,SCHI83.149,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,dolostone,DOL,,,-1.6,,SCHI83.149,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,chert,CH,,-24.6,,2,HAYE83..93,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,carbonate,CARB,,,-2,2,SCHI83.149,Strauss 1992 17.4 (Summary),TRUE,FALSE,,,,
Tooganinie Formation ,Tooganinie,1600,carbonate,CARB,,0,,,MCKI76.163,Strauss 1992 17.9 (Prev),FALSE,FALSE,,,,
"Tooganinie, McArthur Gp",Tooganinie,1650,carb,CARB,,,-2,2,schid83,Krissansen-Totton 2015,FALSE,FALSE,,,,
Torridon,Torridon,800,cong,CONGL,0.08,-26.1,,3,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Torridon Group ,Torridon,800,conglomerate,CONGL,0.08,-26.1,,3,PPRG,Strauss 1992 17.4 (Summary),TRUE,TRUE,,,,
Touirist,Touirist,1105,shale,SH,,,0.070588235,17,Gilleaudeau and Kah (2013),Krissansen-Totton 2015,FALSE,FALSE,,,,
Towers,Towers,3475,chert,CH,0.57,-30.9,,10,hayes83,Krissansen-Totton 2015,FALSE,FALSE,,,,
Towers,Towers,3475,chert,CH,0.75,-30.5,,9,pprg92,Krissansen-Totton 2015,FALSE,FALSE,,,,
Towers,Towers,3475,chert,CH,,,0.6,2,schid83,Krissansen-Totton 2015,FALSE,FALSE,,,,
Towers Formation ,Towers,3435,chert,CH,0.7,-34.2,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Towers Formation ,Towers,3435,chert,CH,0.5,-31.2,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Towers Formation ,Towers,3435,chert,CH,0.5,-33.4,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Towers Formation ,Towers,3435,chert,CH,0.5,-34.9,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Towers Formation ,Towers,3435,chert,CH,0.11,-29.4,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
Towers Formation ,Towers,3435,chert,CH,0.08,-25.5,,,HAYE83..93,Strauss 1992 17.3 (Prev),FALSE,FALSE,,,,
